accession	description	length	virus	mol_type	isolate	host	db_xref	country	date	strain	author	journal	title	division
MT293197	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1593/2020, complete genome	29619	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1593/2020	Homo sapiens	taxon:2697049	USA	2020-03-19	SARS-CoV-2/human/USA/WA-UW-1593/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293196	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1567/2020, complete genome	29888	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1567/2020	Homo sapiens	taxon:2697049	USA	2020-03-19	SARS-CoV-2/human/USA/WA-UW-1567/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293195	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW430/2020, complete genome	29871	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USACT-UW430/2020	Homo sapiens	taxon:2697049	USA	2020-03-28	SARS-CoV-2/human/USACT-UW430/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293194	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1349/2020, complete genome	29653	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1349/2020	Homo sapiens	taxon:2697049	USA	2020-03-18	SARS-CoV-2/human/USA/WA-UW-1349/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293193	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW428/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S) and ORF3a protein (ORF3a) genes, complete cds; envelope protein (E) gene, partial cds; and membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29251	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USACT-UW428/2020	Homo sapiens	taxon:2697049	USA	2020-03-27	SARS-CoV-2/human/USACT-UW428/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293192	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW427/2020, complete genome	29868	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USACT-UW427/2020	Homo sapiens	taxon:2697049	USA	2020-03-28	SARS-CoV-2/human/USACT-UW427/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293191	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1346/2020, complete genome	29711	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1346/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1346/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293190	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1334/2020, complete genome	29829	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1334/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1334/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293189	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1322/2020, complete genome	29863	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1322/2020	Homo sapiens	taxon:2697049	USA	2020-03-18	SARS-CoV-2/human/USA/WA-UW-1322/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293188	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW423/2020, complete genome	29778	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USACT-UW423/2020	Homo sapiens	taxon:2697049	USA	2020-03-28	SARS-CoV-2/human/USACT-UW423/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293187	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1347/2020, complete genome	29869	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1347/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1347/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293186	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1314/2020, complete genome	29865	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1314/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1314/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293185	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW420/2020, complete genome	29640	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USACT-UW420/2020	Homo sapiens	taxon:2697049	USA	2020-03-28	SARS-CoV-2/human/USACT-UW420/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293184	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1297/2020, complete genome	29756	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1297/2020	Homo sapiens	taxon:2697049	USA	2020-03-18	SARS-CoV-2/human/USA/WA-UW-1297/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293183	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1296/2020, complete genome	29871	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1296/2020	Homo sapiens	taxon:2697049	USA	2020-03-18	SARS-CoV-2/human/USA/WA-UW-1296/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293182	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1353/2020, complete genome	29866	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1353/2020	Homo sapiens	taxon:2697049	USA	2020-03-18	SARS-CoV-2/human/USA/WA-UW-1353/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293181	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1338/2020, complete genome	29871	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1338/2020	Homo sapiens	taxon:2697049	USA	2020-03-18	SARS-CoV-2/human/USA/WA-UW-1338/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293180	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1268/2020, complete genome	29554	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1268/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1268/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293179	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1300/2020, complete genome	29877	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1300/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1300/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293178	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW413/2020, complete genome	29868	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USAWA-UW413/2020	Homo sapiens	taxon:2697049	USA	2020-03-26	SARS-CoV-2/human/USAWA-UW413/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293177	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-1403/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UNKNOWN-UW-1403/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/UNKNOWN-UW-1403/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT293176	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1417/2020, complete genome	29883	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1417/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1417/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293175	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW410/2020, complete genome	29776	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USAWA-UW410/2020	Homo sapiens	taxon:2697049	USA	2020-03-30	SARS-CoV-2/human/USAWA-UW410/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293174	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAOR-UW409/2020, complete genome	29672	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USAOR-UW409/2020	Homo sapiens	taxon:2697049	USA	2020-03-27	SARS-CoV-2/human/USAOR-UW409/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293173	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW408/2020, complete genome	29820	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USAWA-UW408/2020	Homo sapiens	taxon:2697049	USA	2020-03-30	SARS-CoV-2/human/USAWA-UW408/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293172	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1309/2020, complete genome	29870	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1309/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1309/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293171	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1306/2020, complete genome	29848	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1306/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1306/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293170	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1327/2020, complete genome	29798	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1327/2020	Homo sapiens	taxon:2697049	USA	2020-03-18	SARS-CoV-2/human/USA/WA-UW-1327/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293169	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1279/2020, complete genome	29790	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1279/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1279/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293168	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1308/2020, complete genome	29694	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1308/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1308/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293167	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1319/2020, complete genome	29796	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1319/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1319/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293166	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1320/2020, complete genome	29865	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1320/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1320/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293165	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1269/2020, complete genome	29839	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1269/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1269/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293164	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1287/2020, complete genome	29772	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1287/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW-1287/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293163	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAUNKNOWN-UW398/2020, complete genome	29596	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USAUNKNOWN-UW398/2020	Homo sapiens	taxon:2697049	USA	2020-03-29	SARS-CoV-2/human/USAUNKNOWN-UW398/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293162	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1302/2020, complete genome	29848	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1302/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW-1302/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293161	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1329/2020, complete genome	29873	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1329/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW-1329/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293160	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1315/2020, complete genome	29864	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1315/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW-1315/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293159	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1304/2020, complete genome	29890	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1304/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW-1304/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293158	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1271/2020, complete genome	29748	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1271/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW-1271/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293157	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW392/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29603	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USAWA-UW392/2020	Homo sapiens	taxon:2697049	USA	2020-03-29	SARS-CoV-2/human/USAWA-UW392/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT293156	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW391/2020, complete genome	29844	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USAWA-UW391/2020	Homo sapiens	taxon:2697049	USA	2020-03-30	SARS-CoV-2/human/USAWA-UW391/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (03-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT281577	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Fuyang_FY002/2020, complete genome	29903	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/CHN/Fuyang_FY002/2020	Homo sapiens	taxon:2697049	China	2020-03-10	SARS-CoV-2/human/CHN/Fuyang_FY002/2020	Ge,B.	Submitted (04-APR-2020) Clinical Laboratory, Fuyang City Center for Disease Control and Prevention, 19 Zhongnan Dadao, Fuyang, Anhui 236000, China	Direct Submission	Anhui, Fuyang
MT292582	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia26/2020 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia26/2020	Homo sapiens	taxon:2697049	Spain	2020-03-06	SARS-CoV-2/human/ESP/Valencia26/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT292581	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia23/2020 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia23/2020	Homo sapiens	taxon:2697049	Spain	2020-02-27	SARS-CoV-2/human/ESP/Valencia23/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT292580	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia25/2020 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia25/2020	Homo sapiens	taxon:2697049	Spain	2020-02-27	SARS-CoV-2/human/ESP/Valencia25/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
